date,rendement_predit,vol_empirique,prediction,alpha(expo_crypto),rendement_observe,valeur_portefeuille,valeur_crypto
2022-12-29,-2%,4%,bear,50%,0.007670454545454453,252.19985588228155,0.07094
2022-12-30,-2%,4%,bear,50%,-0.0358049055539893,121.58493193084338,0.0684
2023-01-02,-2%,4%,bear,50%,0.043859649122807154,126.91760438395055,0.0714
2023-01-03,-2%,4%,bear,50%,-0.012745098039215752,125.30002707317469,0.07049
2023-01-04,2%,4%,bull,100%,0.037168392679812756,5260.206580600715,0.07311
2023-01-05,-2%,4%,bear,50%,-0.021748050882232195,2572.903670117379,0.07152
2023-01-06,-2%,4%,bear,50%,0.012444071588366912,2604.9210675782915,0.07241
2023-01-09,-2%,4%,bear,50%,0.044883303411131115,2721.8385302164556,0.07566
2023-01-10,-2%,4%,bear,50%,0.028548770816811952,2799.5436746159735,0.07782
2023-01-11,0%,4%,neutral,100%,0.004112053456694964,2811.055547860347,0.07814
2023-01-12,2%,4%,bull,100%,0.027002815459431728,2886.9619620654316,0.08025
2023-01-13,-2%,4%,bear,50%,0.052959501557632516,3039.8540285922613,0.0845
2023-01-16,-2%,4%,bear,50%,-0.009704142011834338,1505.1774267017777,0.08368
2023-01-17,-2%,4%,bear,50%,-0.009918738049713327,1490.2479660879812,0.08285
2023-01-18,-2%,4%,bear,50%,-0.034399517199758534,1438.9841555466326,0.08
2023-01-19,2%,4%,bull,100%,0.02012499999999995,6996.3353291412905,0.08161
2023-01-20,-2%,4%,bear,50%,0.0558755054527631,7387.259101974084,0.08617
2023-01-23,-2%,4%,bear,50%,0.02715562260647575,7587.864722243545,0.08851
2023-01-24,0%,4%,neutral,100%,-0.05185854705682991,7194.369082484218,0.08392
2023-01-25,-2%,4%,bear,50%,0.031220209723546333,7418.9787940679735,0.08654
2023-01-26,-2%,4%,bear,50%,-0.0024266235266928726,3700.487862791126,0.08633
2023-01-27,-2%,4%,bear,50%,0.010425112938723391,1869.5329333445495,0.08723
2023-01-30,-2%,4%,bear,50%,0.01306889831479996,946.9828345732997,0.08837
2023-01-31,-2%,4%,bear,50%,0.0876994455131832,515.0163520379402,0.09612
2023-02-01,2%,4%,bull,100%,-0.021743653766125637,10892.44987612929,0.09403
2023-02-02,-2%,4%,bear,50%,-0.03233010741252795,10540.295801648454,0.09099
2023-02-03,-2%,4%,bear,50%,0.021321024288383228,5382.5128522210725,0.09293
2023-02-06,2%,4%,bull,100%,-0.03637146239104694,5186.742988447187,0.08955
2023-02-07,2%,4%,bull,100%,0.03327749860413176,5641.339884629268,0.09253
2023-02-08,2%,4%,bull,100%,-0.02539716848589657,5498.065825093131,0.09018
2023-02-09,-2%,4%,bear,50%,-0.09691727655799509,2482.6041294942593,0.08144
2023-02-10,-2%,4%,bear,50%,-0.006753438113948906,1232.919008072143,0.08089
2023-02-13,2%,4%,bull,100%,0.014834961058227236,9890.588424209742,0.08209
2023-02-14,-2%,4%,bear,50%,0.018394445121208358,5036.260155097663,0.0836
2023-02-15,-2%,4%,bear,50%,0.06794258373205753,2689.2183411909054,0.08928
2023-02-16,-2%,4%,bear,50%,-0.049171146953405076,2556.986390946415,0.08489
2023-02-17,-2%,4%,bear,50%,0.03321946047826607,2641.928099303924,0.08771
2023-02-20,-2%,4%,bear,50%,0.006612700946300176,2659.3983797462483,0.08829
2023-02-21,-2%,4%,bear,50%,-0.0320534601880168,2574.155459656976,0.08546
2023-02-22,-2%,4%,bear,50%,0.0004680552305174057,1287.6801532920165,0.0855
2023-02-23,0%,4%,neutral,100%,-0.014619883040935644,1268.854420056753,0.08425
2023-02-24,-2%,4%,bear,50%,-0.03952522255192881,1218.7026667180114,0.08092
2023-02-27,2%,4%,bull,100%,0.005437469105289194,1225.329324816824,0.08136
2023-02-28,2%,4%,bull,100%,-0.006268436578170999,1217.6484256568365,0.08085
2023-03-01,2%,4%,bull,100%,0.013358070500927521,1233.9138591721041,0.08193
2023-03-02,-2%,4%,bear,50%,-0.01672159160258757,1213.2808555462555,0.08056
2023-03-03,2%,4%,bull,100%,-0.046176762661370385,8650.944656952654,0.07684
2023-03-06,-2%,4%,bear,50%,-0.026678813118167777,8420.147721154202,0.07479
2023-03-07,2%,4%,bull,100%,-0.009626955475330878,9549.918894932789,0.07407
2023-03-08,-2%,4%,bear,50%,-0.03982719049547723,9169.572455887945,0.07112
2023-03-09,-2%,4%,bear,50%,-0.07269403824521947,8502.999205087315,0.06595
2023-03-10,-2%,4%,bear,50%,-0.003487490523123471,4236.672537970723,0.06572
2023-03-13,-2%,4%,bear,50%,0.10757760194765664,2346.221804921553,0.07279
2023-03-14,2%,4%,bull,100%,0.024316526995466603,10111.357985715566,0.07456
2023-03-15,0%,4%,neutral,100%,-0.0661212446351932,9442.782410748054,0.06963
2023-03-16,2%,4%,bull,100%,0.04207956340657759,9860.247289663026,0.07256
2023-03-17,2%,4%,bull,100%,0.053197353914002266,10384.786354410811,0.07642
2023-03-20,-2%,4%,bear,50%,-0.06608217744046063,4849.268529928681,0.07137
2023-03-21,2%,4%,bull,100%,0.07328008967353217,5204.623362652893,0.0766
2023-03-22,-2%,4%,bear,50%,-0.03590078328981727,5017.7733072051715,0.07385
2023-03-23,2%,4%,bull,100%,0.04752877454299265,5256.261923431172,0.07736
2023-03-24,0%,4%,neutral,100%,-0.03658221302998965,5063.97623000679,0.07453
